ACCOUNT_TYPE,CUSTOMER_TAG,EDUCATION_LEVEL,GENDER,INTERNET_BANKING_USAGE,MARITAL_STATUS,NOMINEE_AVAILABLE_FLAG,RM_ALLOCATED_FLAG,OCCUPATION,STATE,FD_FLAG,GI_FLAG,HEALTH_FLAG,LI_FLAG,MASS_FLAG,MF_FLAG,NR_FLAG,ACCOUNT_NO,AGE,AQB_BALANCE,AUM,CIBIL_SCORE,CREDIT_CARD_LIMIT,CR_AMT_12MNTH,CR_CNT_12MNTH,DC_APPAREL_30DAYS_ACTV,DC_ECOM_30DAYS_AMT,DC_ECOM_30DAYS_CNT,DC_FOOD_30DAYS_ACTV,DC_FUEL_30DAYS_ACTV,DC_GROCRY_30DAYS_ACTV,DC_OTT_30DAYS_ACTV,DC_POS_30DAYS_AMT,DC_POS_30DAYS_CNT,DC_RECHARGE_30DAYS_ACTV,DC_TRAVEL_30DAYS_ACTV,DC_UTILITY_30DAYS_ACTV,DR_AMT_12MNTH,DR_CNT_12MNTH,DR_CR_RATIO,FD_COUNT,FD_CURRENTMONTHANR,INCOME_NET,MONTHLY_BALANCE,NRV,TOTAL_LIVE_SECURED_AMT,TOTAL_LIVE_UNSECURED_AMT,VINTAGE_DAYS,KYC_LAST_DONE_DATE
SAVINGS,RETAIL,PG,MALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,West Bengal,N,Y,Y,Y,N,N,Y,61,71,7297705.115736812,7737806,458,27793911,24994224,15,3,1033457,39,7,9,3,6,453525,52,8,2,2,4070245.2033645497,18,0.45796264916401574,14,2976510.4286789345,4515097.119990133,195109.5601848296,2749398.539999183,1329577.8865600426,118108.92893921788,320,2020-04-01
CURRENT,RETAIL,UG,MALE,Y,Married,Y,Y,SALARIED,Uttar Pradesh,Y,N,N,Y,N,N,N,62,44,7354635.285976832,1342894,790,18866544,46093740,15,6,422111,118,7,6,8,7,694621,60,4,3,2,5752439.017720089,6,0.22733450807703226,4,1466431.6561782586,3202469.713195345,4506279.48143658,2949785.8785365773,5097857.676754942,6166350.295136383,253,2022-10-23
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,Y,Married,Y,Y,NON-EARNER,Himachal Pradesh,N,Y,Y,Y,N,Y,Y,63,8,800182.6975767934,4035541,656,9870962,25448699,20,8,1205049,444,8,8,3,6,1034186,32,6,10,4,6418946.7550863335,19,0.8816865315080558,13,7373189.495455382,8412449.205785604,7736728.698095422,9484292.153248902,5848096.944182388,6895294.625089126,284,2020-04-17
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,BUSINESS OWNER,Haryana,Y,Y,Y,N,Y,Y,Y,64,47,3594646.218539436,4865216,536,11108750,39491559,16,10,1419090,55,10,6,4,4,3747319,82,0,0,5,1887718.6065850614,7,0.5399826221151097,1,3527661.6690364527,7099214.819320364,7451335.835098554,5708020.047657121,4807553.133349601,2987608.949459403,364,2020-04-18
SAVINGS,RETAIL,Below 10th,MALE,Y,Single/Unmarried,Y,N,BUSINESS OWNER,Bihar,Y,N,Y,Y,Y,N,N,65,35,8583694.067196585,9341177,727,1840438,38613787,8,0,1336994,269,2,0,4,8,2316027,100,2,5,0,6118208.752000319,10,0.7928462394313839,16,5828171.375255863,6823652.013256801,7688124.057033897,4004090.6212417884,2192120.617315445,6051662.055630171,355,2022-11-28
SAVINGS,RETAIL,Below 10th,MALE,N,Married,Y,Y,SELF EMPLOYED,Delhi,Y,Y,N,Y,N,N,N,66,78,2326038.6214875593,6923276,424,1707816,4266890,10,4,1181179,163,0,6,3,3,242921,66,5,10,1,4816352.894153391,11,0.2800893463224794,3,5940116.183387734,5838767.182014195,2922570.3702074247,3353797.2933540605,978054.2693493066,760249.81132493,172,2023-08-12
SAVINGS,RETAIL,Graduate,MALE,Y,Married,Y,Y,SELF EMPLOYED,Maharashtra,N,N,N,N,N,N,Y,67,81,1155058.661564662,8260150,614,33357950,15292214,12,7,1167024,203,3,6,3,3,3073833,55,5,9,9,7906752.888765739,1,0.6943698869021067,12,8796355.723903576,7955776.510515595,8376409.847700116,3371837.195940356,6906086.750429642,7443582.0304619195,303,2022-09-16
SAVINGS,RETAIL,UG,FEMALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Karnataka,Y,Y,Y,Y,N,N,Y,68,36,3261060.5663879346,9209687,578,30001191,4946568,0,6,1442035,345,8,1,6,9,466918,60,10,3,10,6523398.473114893,20,0.32753125582537523,11,829373.7174964678,1977091.0154119425,7618703.5351794865,4267315.882317697,3684669.830641827,8014407.418504145,263,2022-09-26
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,SALARIED,Punjab,Y,N,N,N,Y,Y,N,69,50,2204378.8489261395,8446548,404,27215594,33893261,6,9,772316,33,9,6,6,8,1085390,100,0,9,2,4993986.278744172,0,0.23522652210453288,6,2608637.560958362,7849218.273695642,7500228.819806326,7674906.967754226,6410985.343604791,1588124.170371238,144,2020-09-09
SAVINGS,INSTITUTIONAL,Below 10th,MALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,Punjab,Y,Y,Y,N,Y,N,Y,70,4,9252881.947931552,1180268,341,31759217,11739356,10,3,1392674,5,0,1,5,6,2187759,37,1,9,9,8595798.241050217,10,0.5606650556825882,19,695162.2217714249,244938.9305252103,3924431.2502254597,8561427.979031743,1781975.1675287744,4877765.456723035,93,2021-02-23
SAVINGS,RETAIL,UG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Uttar Pradesh,N,N,Y,Y,N,N,Y,71,2,8679666.420021312,4871555,696,20560816,15449236,2,2,74918,45,9,0,2,0,1356863,26,3,1,8,6002295.625675466,8,0.29869778861116836,3,8530477.309788838,5378930.953700352,3338344.145832526,4980463.302790281,9086822.771602064,1813714.6680847893,149,2021-05-25
SAVINGS,INSTITUTIONAL,Graduate,MALE,N,Married,Y,Y,SALARIED,Maharashtra,N,N,Y,N,Y,N,Y,72,6,4996832.302829042,9543750,759,1683413,16339503,1,0,810245,204,0,8,5,10,3131747,39,2,8,7,4687768.247850332,19,0.4044669290151256,16,5086589.218956148,7984879.978475129,4366533.017931871,9656130.118636513,8365286.75457485,4861730.548286309,262,2021-11-12
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Married,Y,Y,SALARIED,West Bengal,N,N,N,Y,Y,N,N,73,54,613438.7448386803,2945979,790,34922742,11292384,13,2,1026779,118,5,9,8,2,2901899,5,7,4,10,1951882.2076957142,13,0.6180279338468305,11,9180310.160374172,6557294.34603283,2496344.5282540075,1370426.0962554105,9511248.655140828,6017165.650112883,0,2023-08-28
SAVINGS,INSTITUTIONAL,UG,FEMALE,N,Married,N,Y,SELF EMPLOYED,Manipur,Y,N,N,N,N,Y,N,74,4,7145623.460931563,4488762,864,8984357,6348424,9,1,1356864,405,3,9,2,10,2242798,95,4,3,7,2060849.0622956033,13,0.7054861962228988,18,1928958.5058712056,5732777.339466486,3612108.137396998,9879675.147281243,9313445.28073907,1855862.3011308906,261,2020-08-06
SAVINGS,INSTITUTIONAL,UG,FEMALE,Y,Single/Unmarried,Y,Y,SALARIED,West Bengal,N,Y,Y,N,N,N,Y,75,54,6234117.313362646,6939691,467,6343926,39362242,19,4,78676,354,0,4,10,5,3663668,47,4,10,6,1484941.5890701811,8,0.1927859942714626,1,6798153.864233766,350067.34572022525,7002100.899270163,9339041.172242094,4454116.041119385,5066580.554219364,258,2020-04-19
SAVINGS,RETAIL,PG,MALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Gujarat,Y,Y,Y,N,Y,Y,N,76,93,9705546.707284959,2197381,473,5749047,13227725,16,0,420250,82,3,6,6,5,2302937,17,5,3,4,8220965.299946013,15,0.7578220736839529,14,1715437.1173398786,1893116.4019847412,8039968.865070113,2423788.4790523914,8690151.110722994,6128308.173340965,122,2020-05-11
SAVINGS,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,Haryana,N,N,N,Y,Y,N,Y,77,63,5589532.4027037695,836621,671,9635873,29408273,7,3,1164682,484,10,9,10,0,1682352,31,5,3,9,358116.24925422115,0,0.2561711582568361,20,7394539.841118919,2243511.405287689,1038511.0757136561,5395977.374229952,383841.78979256947,4626006.674138549,19,2023-01-20
SAVINGS,RETAIL,PG,MALE,N,Divorced/Separated,Y,Y,BUSINESS OWNER,Odisha,Y,Y,N,N,Y,N,N,78,18,3363937.234029094,1467770,898,13957248,14533387,14,7,922505,150,5,5,4,8,1326085,83,10,4,8,9685891.521849884,7,0.6469857281044649,10,5452738.9152767565,7525427.531194222,144923.77017236824,7140273.527967882,9018247.129297305,5923022.26157944,0,2023-01-14
SAVINGS,RETAIL,PG,MALE,N,Married,Y,Y,SELF EMPLOYED,Maharashtra,N,Y,N,Y,Y,Y,Y,79,90,5190216.935785558,5581113,449,40572071,7653590,5,8,478389,113,7,7,6,9,2355810,35,10,2,0,5907126.673056011,5,0.9742968975780376,20,4446063.583082105,9208286.631070701,2270655.362196428,4617982.660739165,6457374.984800562,6815586.332091027,78,2022-03-09
CURRENT,RETAIL,Graduate,FEMALE,Y,Single/Unmarried,Y,Y,SALARIED,Punjab,Y,Y,N,Y,N,N,Y,80,44,9792632.914045162,664990,548,694031,8822477,19,0,1379959,63,8,9,10,10,1369196,78,3,6,9,1129636.0899758772,20,0.011284359924128018,19,3327267.712654266,1469749.9206977994,3415805.1589399995,3955473.3176174485,6504106.014415056,3240306.165067697,162,2023-06-27
SAVINGS,RETAIL,Graduate,MALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,Tamil Nadu,Y,N,Y,Y,Y,N,Y,81,34,6963624.325330306,1453795,479,14030039,2003579,1,2,156589,95,9,2,1,6,2990529,22,9,5,0,8118122.265699427,4,0.29815470548275613,2,1150044.3546732352,501103.77549914207,5091360.675743903,4382147.125511252,7750259.495638814,6475259.587087789,158,2021-10-10
SAVINGS,RETAIL,PG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Gujarat,N,N,Y,Y,Y,N,Y,82,74,6719761.379270512,9740772,419,23661485,15317668,14,5,787774,171,5,3,2,9,3770047,13,10,0,7,8756534.743351983,14,0.38815975308302053,6,7742046.418812453,7138698.011613599,7110522.271183523,5653092.415890973,6649015.349383641,9621908.353108974,84,2020-03-23
SAVINGS,INSTITUTIONAL,PG,MALE,N,Single/Unmarried,Y,Y,SALARIED,Maharashtra,N,N,N,N,Y,N,N,83,62,2406815.897258854,6377640,327,16883095,10837779,15,4,164605,10,1,1,1,5,503190,84,1,3,9,3680285.2947740606,1,0.5883078287491018,1,2742324.8997534877,3259830.657491196,6902824.9420158025,8064311.17459235,9059826.856183568,2990805.8948955573,186,2022-07-20
SAVINGS,RETAIL,Below 10th,FEMALE,N,Divorced/Separated,Y,Y,SELF EMPLOYED,Karnataka,N,Y,N,Y,N,N,N,84,14,7436025.175606177,3432693,416,29865711,17145230,1,0,1039326,67,5,4,9,3,3052803,45,9,4,8,3631972.294200232,18,0.5356486923462039,10,8765482.236852448,3128046.039680342,8857154.839187667,5540397.22483752,2793729.8890219065,2183199.8043949907,121,2020-07-06
SAVINGS,INSTITUTIONAL,UG,FEMALE,Y,Single/Unmarried,Y,Y,SALARIED,Haryana,N,N,Y,Y,N,N,Y,85,95,7502718.294717717,6100969,561,3501581,12924952,13,1,439775,316,0,10,6,0,3836773,2,3,2,3,8465810.416635565,0,0.7154107076912682,6,4113837.411724912,6623734.165050447,6636054.515610156,5063917.878943436,5407398.767239936,2702005.2460030173,11,2022-03-16
SAVINGS,INSTITUTIONAL,UG,MALE,N,Married,Y,Y,SELF EMPLOYED,Maharashtra,N,N,Y,N,Y,Y,N,86,48,3172889.837759053,8033949,337,11983782,41776528,19,1,114078,75,0,9,8,8,2814890,6,5,0,1,4852400.422966665,16,0.6218714240359103,7,670614.2211353983,7977778.3600207195,5003062.6892420715,3725671.572565462,3453287.9844023455,5619724.739322337,34,2021-11-11
CURRENT,RETAIL,Below 10th,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Maharashtra,Y,N,Y,Y,Y,Y,N,87,15,4837138.323907132,3853611,496,40877073,9430795,0,6,633991,55,0,10,2,4,129730,16,6,3,1,5121472.521222086,3,0.583390350792611,5,719979.7484299508,2895799.0171123315,1466720.9192201514,7821114.104366848,8295586.6811184995,5245354.861644293,37,2022-12-02
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Tamil Nadu,N,N,N,N,Y,Y,N,88,72,2946033.3294045604,4538294,824,48761512,7259500,8,5,700927,178,5,0,10,8,3353065,67,3,10,5,8910437.033633152,17,0.35165483526230235,19,8400499.560389519,9861187.178010046,2826120.3586639515,2516806.301961032,6161405.1210139375,4993985.554940492,129,2020-03-28
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,Y,Single/Unmarried,Y,Y,SALARIED,West Bengal,N,N,Y,N,Y,Y,Y,89,78,2587050.703242867,22098,736,18372247,36690857,16,5,39867,62,10,4,10,6,540360,57,8,10,10,1291974.448433466,1,0.203389848347296,12,4798061.593262291,7871839.323638345,6517011.650105809,6805011.328764833,7515122.134218406,3282100.0074750516,176,2020-01-15
SAVINGS,INSTITUTIONAL,UG,FEMALE,Y,Married,Y,Y,SALARIED,Rajasthan,N,Y,Y,Y,Y,Y,Y,90,87,258960.7024948515,5361382,709,4885593,22904102,20,0,997042,230,6,7,6,3,478802,49,7,5,8,8849156.214212703,18,0.3537941967955318,16,3976220.76557679,724476.539834793,2587849.427241663,9423059.91190164,4899757.071477577,197014.8481417999,188,2023-04-25
CURRENT,RETAIL,Graduate,MALE,Y,Married,N,Y,SALARIED,Tamil Nadu,N,Y,N,Y,N,N,N,91,62,2852117.446533321,1793003,632,17507612,39115770,13,0,702340,285,0,10,9,10,2215681,98,6,10,1,9266600.964022955,15,0.01187733733578955,19,5724466.934028507,6870668.179846705,7915953.806191038,8963784.83223569,2812943.910612131,4530129.861132565,242,2021-06-14
CURRENT,RETAIL,UG,MALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Odisha,N,N,N,Y,N,N,N,92,40,5539699.498782748,9774844,830,7938031,33529783,9,3,776070,9,2,5,6,1,3170806,69,6,4,8,135207.49381194075,6,0.20217991167702065,19,524687.388308488,8991737.081476983,2153935.3437163057,8090201.978153715,9381910.087331625,2427943.8962531863,150,2021-12-03
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Telangana,Y,N,Y,N,N,Y,N,93,85,16011.875490288263,6022822,764,10129941,12781638,12,9,892669,498,2,9,2,7,438290,95,0,6,1,6822270.499693645,14,0.33011709666618616,13,8095865.118053548,509516.60100692406,7421209.145341123,817819.0378248418,9885823.631014245,6274137.440417912,126,2020-02-12
SAVINGS,INSTITUTIONAL,Graduate,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Tamil Nadu,N,Y,N,N,N,Y,N,94,80,2832190.838096674,3190008,457,49671434,26537671,12,5,1345582,471,6,8,10,8,2694912,98,8,9,5,2823894.405006998,2,0.7856196444038177,8,4449382.992355017,5377868.968008425,228170.16966396596,6230457.660562876,9886285.515395524,1075364.8474118228,244,2020-05-15
SAVINGS,INSTITUTIONAL,Graduate,MALE,Y,Married,N,Y,BUSINESS OWNER,Telangana,N,Y,Y,N,N,Y,Y,95,82,8814103.3232325,4220283,459,11203368,29667287,18,10,402516,406,3,5,4,0,1052276,45,6,3,8,5645967.6883972455,4,0.022538141823372326,14,6349783.4825112345,5212478.451019631,2705549.843589898,9175489.68755091,5630305.757673419,8130918.41761693,303,2020-06-01
CURRENT,RETAIL,Graduate,FEMALE,N,Married,Y,Y,SALARIED,Telangana,Y,N,Y,N,Y,N,N,96,53,5936485.851073609,4211219,633,23927541,45401646,7,5,903598,0,8,10,5,6,2837062,58,8,1,9,6489687.6685003545,14,0.014738020416664499,12,6724299.184619275,7377266.229152785,2125833.2489343635,1916962.905878652,4457647.232993396,7047432.7032667715,105,2022-11-29
SAVINGS,RETAIL,PG,MALE,Y,Married,Y,Y,SALARIED,Gujarat,Y,N,Y,Y,N,N,N,97,24,6078628.240809805,4515709,675,5581450,16922648,6,4,919644,47,8,8,4,3,491465,21,8,8,6,5836061.769038643,7,0.8659913340425983,15,7110034.066986072,4312552.36806221,9447711.858045466,4370713.64514936,8416492.69167019,4877298.289087502,86,2023-01-05
SAVINGS,RETAIL,UG,MALE,N,Married,Y,Y,SELF EMPLOYED,Andhra Pradesh,N,Y,Y,Y,Y,Y,Y,98,26,4033643.0502635324,2740265,378,49359923,18345905,16,3,740781,387,9,5,7,7,2503921,71,7,5,2,6790471.303791642,18,0.3845216947530714,0,4132204.498918275,2482695.336621149,5864923.9244772885,6376125.375292213,8539367.212023288,8875723.003062641,90,2020-11-08
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Married,Y,Y,BUSINESS OWNER,Telangana,Y,Y,Y,N,N,N,N,99,89,6764721.43492411,361046,496,20003906,35884405,7,1,1453484,374,3,10,8,0,2360644,90,6,4,10,5579290.826127813,2,0.019736595432189086,10,4188150.992756237,3293049.9723603446,3559147.203865378,5672413.861291035,34850.78753228121,2665737.921320109,287,2022-08-26
SAVINGS,INSTITUTIONAL,PG,FEMALE,N,Married,Y,Y,SALARIED,Chandigarh,Y,N,N,N,N,Y,Y,100,60,1899327.6623035916,1007921,419,16677460,30400969,3,6,237726,155,2,2,5,1,256103,27,1,0,6,7418544.183728465,0,0.9829765115895421,18,3704241.6538897627,334377.9504951394,5336331.651054216,1992108.8166518586,8653757.71661994,3181392.328401682,144,2021-11-19
SAVINGS,INSTITUTIONAL,PG,FEMALE,N,Single/Unmarried,Y,Y,SALARIED,Uttar Pradesh,Y,N,Y,Y,Y,N,N,101,41,8187468.103841916,6755112,525,1870073,19299541,6,5,598910,171,5,10,10,9,19590,1,5,4,7,5368825.769033422,14,0.29792503902997836,1,8474606.80636097,9068056.999885023,9993158.02800936,8748654.431047337,5286242.82171795,2642288.6842355374,161,2021-05-06
SAVINGS,INSTITUTIONAL,Graduate,MALE,N,Married,Y,Y,SALARIED,Odisha,N,N,N,N,Y,Y,Y,102,29,1166891.199358998,1346397,894,38131018,25161938,19,6,702440,236,8,2,1,9,1826613,58,9,7,0,2030298.2392639269,19,0.84970683901539,16,4269089.991892214,9813649.363151208,3597995.6865233197,6543201.617087486,8444995.599131057,3270287.441360874,278,2021-10-24
SAVINGS,RETAIL,Below 10th,MALE,N,Married,Y,Y,BUSINESS OWNER,Gujarat,N,N,Y,N,Y,N,Y,103,15,6560013.546531092,3457702,709,1858682,8354332,16,2,253485,116,9,0,1,6,2905765,53,6,9,8,1990699.4910979893,3,0.6490597869591894,17,7660314.43274817,4517624.87298288,2111140.7845956055,7231064.4954906935,8728753.119670564,7145215.85883191,130,2023-11-16
CURRENT,RETAIL,Graduate,FEMALE,N,Single/Unmarried,Y,Y,SALARIED,Rajasthan,N,N,Y,Y,Y,Y,Y,104,45,3411493.2581968303,970040,837,38745289,6392578,4,0,1249436,322,7,9,3,10,222579,65,10,2,9,6504799.554324354,16,0.07389950153996383,3,8202565.740508004,8628197.6775842,1156397.2821030645,60208.56864047963,9427738.868216394,663546.8928322829,91,2023-10-27
SAVINGS,INSTITUTIONAL,UG,FEMALE,N,Single/Unmarried,Y,Y,SALARIED,Gujarat,N,N,Y,N,Y,N,Y,105,65,7475129.705824768,4727514,638,18081797,48296998,19,0,1060447,239,6,7,9,5,1602313,62,0,4,2,5084564.167140871,18,0.04248119142565454,6,374311.0617708423,8943706.651232094,3728153.23328202,2249778.8566761366,1758212.241084317,4565723.313308364,331,2022-05-06
SAVINGS,INSTITUTIONAL,UG,MALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,Odisha,Y,Y,Y,Y,Y,N,N,106,89,5497645.5126602,6344836,855,32887632,37405348,3,3,98560,385,6,10,2,0,2906903,26,0,2,10,3583958.0800634595,5,0.7565199118342569,0,845956.1370524515,5684103.487111399,9493530.064608656,6268322.246706663,11190.000654432986,9144628.09606051,312,2020-05-06
SAVINGS,INSTITUTIONAL,PG,FEMALE,N,Married,Y,Y,BUSINESS OWNER,Delhi,N,N,N,Y,N,Y,Y,107,71,4523530.384787162,739378,895,33580517,22849630,18,3,1050435,104,4,6,6,5,1487877,6,1,9,5,5673688.885198276,4,0.6895153117393326,8,3771755.3093099343,2940894.6560217375,1556447.5462701842,2699972.589067802,6158840.228650307,204767.0818152436,250,2021-04-08
SAVINGS,RETAIL,Below 10th,MALE,N,Married,Y,Y,BUSINESS OWNER,Punjab,N,Y,Y,Y,Y,N,N,108,9,1694224.02093247,1694313,836,38048966,28190085,0,6,182270,57,8,4,3,6,2181611,11,3,7,2,9870248.253667243,13,0.11211950897312195,2,1519364.1154880954,6406037.030793977,6098521.585374857,49705.89074528964,5768078.223077331,6248740.442775777,293,2023-04-03
SAVINGS,RETAIL,Graduate,FEMALE,Y,Married,Y,Y,SALARIED,Punjab,Y,Y,N,N,N,N,N,109,88,6368214.642843529,2370231,519,46911199,48830683,20,6,531687,261,1,3,2,6,1299049,7,8,5,10,6304532.353467416,13,0.816623939091964,6,4423254.752450697,7633316.885030321,5276633.439644208,6915311.706799529,3312978.733969366,1032055.3155853518,348,2021-05-30
SAVINGS,RETAIL,UG,MALE,N,Married,Y,Y,BUSINESS OWNER,Madhya Pradesh,N,N,Y,N,N,Y,N,110,1,9747698.434204131,7723361,592,47038476,40723337,9,3,1286564,169,10,2,1,7,3931558,8,6,9,10,6937125.955658826,4,0.656230958857397,6,3293692.345791246,7740677.351884494,9838352.121545956,1990979.2116520219,5137201.749661591,5605906.346635266,97,2023-06-16
SAVINGS,RETAIL,UG,MALE,N,Single/Unmarried,Y,Y,SALARIED,Uttar Pradesh,N,Y,Y,Y,N,Y,Y,111,8,8256034.24907015,1084258,503,4782085,11703563,5,6,1375309,272,4,2,3,5,771078,85,7,6,8,6690281.682602836,13,0.5153579110866026,6,10065.398815481964,5009155.212198793,289886.03594758856,6268307.808915406,5718769.132510258,6886752.818805889,349,2020-03-10
SAVINGS,INSTITUTIONAL,UG,MALE,N,Divorced/Separated,Y,Y,BUSINESS OWNER,Maharashtra,Y,Y,Y,N,N,Y,N,112,88,600081.925890118,4119500,813,6280602,17937901,11,7,85683,420,4,8,4,1,677750,17,2,10,5,6951497.593794157,11,0.8739576186059095,3,2269860.7308393116,6973417.70482444,6232162.845395387,3577842.5971777737,6417632.036642185,6667586.792842704,356,2021-01-30
SAVINGS,INSTITUTIONAL,UG,FEMALE,Y,Married,Y,Y,BUSINESS OWNER,Uttar Pradesh,N,Y,Y,Y,Y,Y,Y,113,63,3762293.783611911,6251914,501,45661304,7624309,16,8,1094903,427,4,0,3,6,301661,91,6,2,10,1952925.1196012853,13,0.2792320718829211,14,3308418.4345164048,8364679.42993723,1742374.5446967997,1098310.5252916347,551459.507575831,458127.64801247185,258,2023-01-02
SAVINGS,INSTITUTIONAL,Below 10th,MALE,Y,Single/Unmarried,Y,Y,NON-EARNER,Madhya Pradesh,Y,Y,N,Y,Y,Y,Y,114,11,9255830.091902718,3240031,331,23094828,14595137,4,5,831309,22,7,3,9,0,1424815,37,7,2,3,1311083.9437867317,0,0.7134888191306605,5,5133316.106143122,8028959.455080558,2318703.3043671004,2704645.243098813,7771316.448801032,7600196.251629233,150,2022-07-25
SAVINGS,RETAIL,Below 10th,FEMALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Chhattisgarh,N,Y,N,N,N,Y,N,115,81,5030437.475570214,6156393,388,2822681,10220930,8,3,307711,295,0,8,8,0,2129370,33,3,3,0,7801144.516042528,18,0.9262030859201,5,9935077.080007488,2242882.977380026,8996871.758506231,8570845.711700005,4164124.6732099312,7289206.219112899,22,2023-10-09
SAVINGS,RETAIL,Below 10th,MALE,Y,Divorced/Separated,Y,Y,SALARIED,Kerala,Y,N,Y,N,Y,Y,N,116,8,6621118.258081792,8204282,501,1935363,18897088,8,9,1264257,212,10,8,0,5,2899488,69,1,10,7,2405419.1574082994,5,0.6833810531030006,18,6772892.7484207135,5400795.418370753,5060452.218037147,846707.0173662361,8450418.65285367,9044105.887592759,87,2020-05-22
SAVINGS,RETAIL,PG,MALE,N,Married,Y,N,NON-EARNER,Madhya Pradesh,N,Y,N,Y,Y,Y,Y,117,35,9125993.455913905,8277646,592,16963570,49179967,4,1,320587,171,3,9,8,5,3927618,94,8,8,6,91109.63660211247,14,0.4382715591603552,13,7548798.697306528,4153811.489315141,9325497.838683212,4337489.163314575,6949247.170555402,4576928.59545661,156,2022-04-09
SAVINGS,RETAIL,PG,MALE,N,Married,Y,Y,NON-EARNER,Jharkhand,Y,Y,Y,Y,Y,N,N,118,35,8737946.904198807,2470565,414,8722715,36093474,18,8,193873,158,0,8,7,0,2568377,14,3,6,2,2988123.714880535,8,0.9097911913770698,11,6735840.912242953,1862936.1606898399,1484987.7503402166,8175718.226942837,7854419.812549613,7282472.895998308,228,2020-05-25
SAVINGS,RETAIL,Below 10th,MALE,N,Married,Y,Y,BUSINESS OWNER,Maharashtra,Y,N,N,N,Y,N,N,119,33,5018203.755405109,9432621,521,48673489,34287511,10,6,850341,75,4,2,8,7,2218406,60,7,3,8,4641406.953325334,19,0.5335777026787265,13,2802027.4769458543,4749031.7531099105,923957.555553645,3008680.2185661974,3734485.9577335343,9727597.467622561,158,2022-12-29
CURRENT,INSTITUTIONAL,UG,MALE,N,Married,Y,Y,SELF EMPLOYED,Uttar Pradesh,Y,N,Y,N,Y,N,N,120,5,4376463.026576021,2036567,481,29820703,3025070,11,5,1220584,220,6,4,10,8,3786243,67,0,9,0,2686312.2056782683,17,0.46629503232779757,1,850095.2770763803,1539401.8431055888,3198781.23341522,6042730.9513878,6895627.395290613,7368426.029070509,210,2023-03-31
CURRENT,RETAIL,Below 10th,FEMALE,Y,Married,Y,Y,SELF EMPLOYED,West Bengal,Y,Y,Y,N,Y,N,Y,121,41,3396926.184795871,8443818,768,47024820,7798895,4,3,1365672,233,1,10,2,7,1808891,4,9,2,6,934621.9345551676,3,0.8025215926865272,4,8252640.459115798,2494512.204750178,7045151.126688777,140312.40706555813,5358712.979187553,2253640.3979761875,337,2023-11-26
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Bihar,Y,N,N,Y,N,N,Y,122,28,7190194.431628911,1839618,725,23430908,18353459,7,3,1420600,379,1,3,8,10,2433956,86,1,7,9,2510155.6156283654,13,0.29190421907700237,8,2584893.515616232,2613749.6293439367,5356533.066464611,1890971.0834213956,1466463.3684174833,3009429.3557325103,50,2022-08-08
SAVINGS,RETAIL,UG,FEMALE,N,Married,N,Y,BUSINESS OWNER,Maharashtra,Y,N,N,Y,Y,Y,Y,123,7,2869867.9947154326,4513421,851,27409689,48946515,16,1,848340,396,6,9,8,0,1114180,76,4,9,9,804835.4451489948,15,0.6733389310443525,4,3787836.071450972,4869300.11793257,5079026.366872216,7767794.30557845,1481666.0928189673,8693770.070483392,17,2023-04-30
SAVINGS,RETAIL,UG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Himachal Pradesh,N,Y,N,Y,N,Y,Y,124,73,2498876.0643090014,8354689,359,2697872,44960847,7,0,535047,473,1,3,1,10,975589,60,7,3,5,5361181.467709758,4,0.8015898645392824,2,5082715.696311069,1311418.012535498,4627018.590020849,3114160.8280879618,3217384.1531407223,4495835.833520983,107,2021-11-25
